"","title","X1","X2","X3","X4","X5","X6","X7","X8"
"1","CHP","2002","Essex","8,085","£34,418 ","250","Social rent; shared ownership; leasehold; sheltered housing; right-to-buy; intermediate market rent; rent to HomeBuy","Stuart Stackhouse","David Hart"
