"","title","X1","X2","X3","X4","X5","X6","X7","X8"
"1","Family Mosaic","2006","London and south-east England","23,000","£168m","2,000","Homes for rent; care and support; shared ownership; sales and development","Brendan Sarsfield","Ken Youngman"
