"","title","X1","X2","X3","X4","X5","X6","X7","X8"
"1","Acclaim Housing Group","2007","Midlands","6,000","168","General needs social housing; housing for older people; supported housing; shared ownership; intermediate rent; affordable rent; HomeBuy rent to sale","TSA: green light status","Gerald Taylor","Mike Finister-Smith"
