"","title","X1","X2","X3","X4","X5","X6","X7"
"1","Accent Group","1966","South, north-west, Yorkshire, north-east, east Midlands","20,000","600","Housing for rent and sale; regeneration; training and employment","Gordon Perry","Gail Teasdale"
