"","title","X1","X2","X3","X4","X5","X6","X7","X8"
"1","One Housing Group","1972","London and the south-east","13,000","£230m","1,072","General needs social housing; housing for private rent and sale; shared ownership; affordable rent; care and support; social mobility; employment and training","Mick Sweeney","Martin Heys"
