"","title","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"1","Vale of Aylesbury Housing Trust","2006","Aylesbury ","8,029","£32m","198","Social housing; supported housing","One star with promising prospects","Matthew Applegate","Linda Foster"
