"","title","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"1","Affinity Sutton","1900","England","57,000","£268m","1,500","Social rent, affordable rent, market rent, key worker housing, investment and asset management, environmental sustainability, community investment ","Audit Commission January 2010: Good or very good with excellent prospects for improvement","Keith Exford","Mark Washer"
