"","title","X1","X2","X3","X4","X5","X6","X7","X8"
"1","Weaver Vale Housing Trust","2002","Cheshire","6,172","£24m","360","Housing management; supported housing; property maintenance and commercial property management; supporting people; independent living, telecare and telemedicine; new development","Steve Jennings","Andrew White."
