"","title","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"1","Places for People","1965","England, Scotland and Wales","62,034","£340m","3,000","Property management; development and regeneration; specialist care and support services","More strengths than weaknesses","David Cowans"," "
