"","title","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"1","Halton Housing Trust","2005","Cheshire","6,100","£24m","244","General needs housing; sheltered schemes","One star with promising prospects","Nick Atkin","Neil McGrath"
