"","title","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"1","Hanover Housing","1963","England, Wales","19,000","£93m","900","Retirement and extra care housing","Viable and properly governed","Bruce Moore"," Barbara Matthews"
