"","title","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"1","Aster Group","2005","Central, southern and south-west England","17,000","£83m","1,200","General needs housing; housing for older people","Up to two star results across the group","Bjorn Howard","John Brace"
