"","title","X1","X2","X3","X4","X5","X6","X7","X8"
"1","Jephson Homes Housing Association","1969","England","16,000","£77m","360","General needs family housing; low cost home ownership; housing for older people, housing with support","Bob Strachan","David Blower"
