"","title","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"1","Futures Housing","2007","Midlands","8,600","£33m","325","General needs social housing; financial inclusion; community regeneration","Two stars; fair service with promising prospects for improvement","Lindsey Williams","Ian Skipp"
