"","title","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"1","Bromford Housing Group","1963","Midlands","27,000","£122.8m","1,119","General needs; outright sale; supported housing; skills, training and employment opportunities","TSA: viable and properly governed","Mick Kent","Andrew Battrum"
