"","title","X1","X2","X3","X4","X5","X6","X7","X8"
"1","Radian Group","2006","Southern England","18,000","£100m","1,500","General needs social housing; sheltered and supported housing; key worker accommodation; shared ownership; market rent; homes for private sale","Lindsay Todd","Andrew Newberry"
