"","title","X1","X2","X3","X4","X5","X6","X7"
"1","Greensquare Group","2008","Central and southern England","10,000","400","General needs social and affordable rent; shared ownership; sheltered and supported housing; market rent; market sale","David Ashmore","Tim Jackson"
