"","title","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"1","Poplar HARCA","1998","London","8,439","£38.7m","316","General needs social housing; social, urban and economic regeneration; resident empowerment; development","Two stars with promising prospects for improvement","Steve Stride","Steph Begley "
