"","title","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"1","Calico Homes","2000","North-west","4,520","£20m","350","General needs housing; supported housing and housing for older people; student housing; homelessness; domestic violence support","TSA: high viability ","Dr Michael Birkett","Steven Brook"
