"","title","X1","X2","X3","X4","X5","X6","X7","X8"
"1","Shoreline Housing Partnership","2005","North-east Lincolnshire","7,900","£31m","229","General needs social housing; shared ownership; financial inclusion","Tony Bramley","Greg Bacon"
