"","title","X1","X2","X3","X4","X5","X6","X7","X8"
"1","Hexagon Housing Association","1990","London","4,000","£23m","180","General needs housing; supported housing; nursing home and older people's housing; housing for people with mental health needs; drug and alcohol misuse","Tom McCormack","Phil Newsam"
