"","title","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"1","Raven Housing Trust","2002","South-east England","6,000","£30.3m","185","Housing management; environmental sustainability; youth inclusion; employment, education and training ","Two stars with promising prospects","Jonathan Higgs","Mark Thrasher"
