"","title","X1","X2","X3","X4","X5","X6","X7","X8"
"1","Network Housing Group","1974","London and the south-east","16,830","£115m","420","General needs social housing; market and intermediate rent; shared ownership; supported and extra care housing; key worker housing; regeneration and renewal","Helen Evans","David Levenson"
