"","title","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"1","Coast & Country Housing","2001","North Yorkshire and Tees Valley","9,927","£43.8m","500","Regeneration; housing management and maintenance; general needs housing; employment and financial inclusion; cohesive communities; housing support; assistive technology","TSA: viable","Iain Sim","Hazel Dale"
