"","title","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"1","Trafford Housing Trust","2005","Greater Manchester","8,920","£38.7m","325","General needs social housing; tenancy services, repairs and maintenance; new development and regeneration; sheltered housing; community services","One star with excellent prospects for improvement","Matthew Gardiner","Larry Gold"
