"","title","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"1","Golden Gates Housing Trust","2010","Cheshire","8,700","£32m","300","General needs housing; sheltered housing; shared ownership; leaseholder properties","Three stars with excellent prospects","Peter Mercer","Allen Barber"
