"","title","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"1","Victory Housing Trust","2007","North Norfolk","4,854","£18.1m","75","General needs social housing","Fair with promising prospects","John Archibald (BA (Hons), DipCD)","Stephen Read"
