"","title","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"1","Paradigm Housing Group","1988","London, eastern and south-east England","11,929","£77.3m","410","Social rented accomodation; affordable rent; housing for older people; foyer accomodation for young people; homelessness services; market rent; shared ownership","Promising prospects for improvement","Alison Hadden","Andy Nichol"
