"","title","X1","X2","X3","X4","X5","X6","X7","X8"
"1","Liverpool Mutual Homes","2008","Liverpool","15,000","£68m","260","Housing. (Regeneration, Management, Maintenance, Customer Involvement, Social Enterprise)","Steve Coffey"," Peter Fieldsend"
