"","title","X1","X2","X3","X4","X5","X6","X7","X8"
"1","Equity Housing Group","1963","North and north-west England","4,500","£16.4m","145","Homes for rent, sale and shared ownership; general needs, supported and sheltered accommodation","David Fisher","Karen Hughes"
