"","title","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"1","Harvest Housing Group","1964","Staffordshire and the north-west","18,000","£75m","760","Social rented housing; low cost home ownership; market rent housing; private finance schemes; extra care housing for older residents; NHS staff accommodation","Two stars with excellent prospects","Ian B. Perry","Simon Morris"
