"","title","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"1","Accord Group","1965","Midlands","11,000","£65m","1,800","Co-operatives and community-controlled housing; jobs, training and supporting social enterprises; low carbon housing; community support services","Responsive repairs: three star equivalent","Chris Handy","Stuart Fisher"
