"","title","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"1","Wakefield and District Housing","2005","North","31,106","£110m","1,422","General needs social housing; regeneration; commercial properties","Three stars ","Kevin Dodd","Lee is executive director of resources at Wakefield and District Housing. He is a qualified accountant and member of the Chartered Institute of Housing. His strategy and planning remit sees him lead on how policy changes will impact on the areas in which WDH works. He is determined to improve people's lives and tackle the financial exclusion."
