"","title","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"1","Helena Partnerships","2002","Merseyside","12,800","£54m","700","Repairs and maintenance services; affordable housing; supporting housing","Positive. Helena acts as one of 10 TSA co-regulatory champions ","Rob Young","Geoff Brown"
