"","title","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"1","Great Places Housing Group","2006","North-west and Yorkshire","15,789","£68.5m","600","Regeneration and development; management of homes and communities; affordable sales and supported housing","Excellent prospects for improvement","Stephen Porter","Phil Elvy"
