"","title","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"1","Newlon Housing Trust","1968","London","7,500","£60m","125","Affordable housing; community regeneration; care and support","Two star equivalent","Mike Hinch","Rita Akushie"
