"","title","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"1","Freebridge Community Housing","2006","West Norfolk","7,000","£23.5m","174","General needs housing; sheltered housing schemes; shared ownership properties.","Fair with prospects for improvement","Tony Hall","Sean Kent"
