"","title","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"1","Yorkshire Housing","1999","Yorkshire","16,000","£75m","750","General needs social housing; care and support for people with learning difficulties; care services; sub-market and market rent; affordable housing; First Buy; housing anagement services","One star with promising prospects","Mervyn Jones","Tansy Hepton"
