"","title","X1","X2","X3","X4","X5","X6","X7","X8"
"1","West Kent Housing Association","1989","South east","6,000","260","Affordable housing; housing related support; community development; resident involvement","Three stars","Frank Czarnowski","Craig Reynolds"
