"","title","X1","X2","X3","X4","X5","X6","X7","X8"
"1","Aspire Housing","2000","North Staffordshire","9,000","610","Affordable housing; resident engagement and neighbourhood services; asset management; sustainable regeneration; employment, training and skills; re-investment in communities","TSA: Fair with promising prospects for improvement","Sinéad Butters","John Lindsay"
