"","title","X1","X2","X3","X4","X5","X6","X7","X8"
"1","Fabrick Housing Group","2008","North Yorkshire and north-east England","14,500","£65m","670","General rented housing; supported and sheltered housing; affordable home ownership","Alison Thain OBE","Heather Ashton"
