"","title","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"1","West Mercia Housing Group","2009","Midlands","24,000","£93.6m","840","Affordable rented housing; intermediate market rent; leasehold properties, shared ownership; homeless accommodation; housing with care","2 stars with promising prospects","Pat Brandum","Kevin Rodgers"
