"","title","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"1","Sovereign Housing Group","1989","South-east and south-west England","33,741","£168.5m","1,014","Housing and property services; contracting; new development; shared ownership; leasehold","Two stars and excellent prospects","Ann Santry","Martin Huckerby"
