"","title","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"1","Wirral Partnership Homes","2005","Wirral","12,400","£47.8m","550","Housing management; social regeneration; development; building contracting","One star and promising prospects","Brian Simpson","Patrick McCarthy"
