"","title","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"1","Teign Housing","2004 ","Devon ","3,600","£15m","92","General needs social housing; sheltered and supported housing; community alarm services, domestic violence refuge and support services","One star with promising prospects for improvement","Mike Hanrahan","Jo Reece"
