"","title","X1","X2","X3","X4","X5","X6","X7","X8"
"1","Richmond Housing Partnership","2000","London and south-east England","10,000","£35m","220","General needs social housing; development; community engagement; key worker accomodation; sheltered housing","David Done","Rachael Dennis"
