"","title","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"1","Moat Homes","1966","Kent, Essex, Sussex","20,834","£80.1m","439","General needs social housing; supported and sheltered accommodation; shared ownership; HomeBuy","Audit Commission: Excellent prospects for improvement","Brian Johnson","Greg Taylor"
