"","title","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"1","Selwood Housing Society","1989","Wiltshire and Somerset ","5,600","£24.6m","150","General needs social housing; supported housing; care homes; floating support; community alarm services","Two stars with promising prospects for improvement","Barry Hughes","Diane Hall"
