"","title","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"1","South Yorkshire Housing Association","1972","North","6,000","£46.7m","400","General needs social housing; care and supported housing; homelessness services; design and development; estate agency; sustainable development","One star with promising prospects for improvement","Tony Stacey","Rob Young"
