"","title","X1","X2","X3","X4","X5","X6","X7","X8"
"1","Shropshire Housing","2007","Midlands and southern England","4,500","£20m","253","General needs social housing; low cost home ownership; foyer accomodation; refuge and care; supported and sheltered housing ","Martin Holland","Niki Talbot"
