"","title","X1","X2","X3","X4","X5","X6","X7","X8"
"1","Hightown Praetorian & Churches Housing Association","1968","Hertfordshire, Buckinghamshire and Bedfordshire","4,000","£44m","450","Development; social rented housing; homelessness services; supported housing; shared ownership","David Bogle","David Skinner"
