"","title","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"1","Mosscare Housing","1967","North-west England ","4,717","£19,431","121","General needs social housing","Two stars with promising prospects","Rob Ferguson","Vince Ormrod"
