"","title","X1","X2","X3","X4","X5","X6","X7","X8"
"1","Curo Group","2001","South-west England","12,000","£51m","410","Social housing; supported housing for young and vulnerable people; sheltered housing for older people","Victor da Cunha","Dominic Lynch"
