"","title","X1","X2","X3","X4","X5","X6","X7","X8"
"1","Muir Group Housing Association","1971","Eastern and north-west England","5,000","£21m","170","General needs social housing; supported housing; shared ownership; leasehold","John Bellis","Andrew Hunt"
