"","title","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"1","Trent & Dove Housing","2001","West midlands ","5,500","£22m","160","General needs social housing","Two stars with promising prospects","Ron Dougan","Paul Haslam"
