"","title","X1","X2","X3","X4","X5","X6","X7","X8"
"1","Sanctuary Housing Association","1969","England and Scotland","79,011","£408.5m","7,465","Affordable, shared ownership and market rent housing, sheltered and supported living, student and key worker accommodation, domiciliary and residential care, facilities management, maintenance and estate services.","David Bennett FCA, CCMI","Craig Moule"
