"","title","X1","X2","X3","X4","X5","X6","X7","X8"
"1","Derwent Living","1964","Midlands, South Yorkshire and the south-east","15,000","£48m","180","Affordable housing; student living; market rent or buy; part-buy part-rent schemes; retirement housing; special needs housing","Peter McCormack","Ian Smith"
