"","title","X1","X2","X3","X4","X5","X6","X7","X8"
"1","Westward Housing Group","1965","South-west England","6,500","£30m","430","Supported housing and services; low cost home ownership; HomeBuy agent; rented housing; women's refuge; social enterprise; older people's housing; leasehold properties","Barbara Shaw","Janice Hughes"
