"","title","X1","X2","X3","X4","X5","X6","X7","X8"
"1","Housing Plus","1997","Midlands","5,800","£24.5m","200","Social housing; shared ownership; social care and extra care accomodation","Debbie Griffiths","Philip Ingle"
