"","title","X1","X2","X3","X4","X5","X6","X7","X8"
"1","A2Dominion Group","2008","London and southern England","34,000","£200m","900","Affordable rented, temporary, student, care & support accommodation and services, and key worker accommodation, as well as homes for sale and shared ownership","Darrell Mercer","Anne Waterhouse, Dean Tufts"
