"","title","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"1","First Wessex","2010","South-east England","20,500","£87.9m","850","General needs housing; care and support; commercial services; community regeneration; new development","Promising prospects for improvement","Peter Walters","Patrick Symington"
