"","title","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"1","North Devon Homes","1998","South-west England","3,100","£14m","105","General needs social housing; regeneration and community development; financial inclusion","Two stars with promising prospects","Martyn Gimber","Nasreen Hussain"
