"","title","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"1","Incommunities Group","2003","Yorkshire","22,500+","£81m","1,025","Housing management including sheltered and supported housing services; asset management; homelessness; training and employment","A rating","Geraldine Howley","Phil Canham"
