"","title","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"1","Wigan & Leigh Housing","2002","North-west England","22,700 ","£100m","458","General needs social housing; homelessness services; adaptations; new development and private sale","Two stars","Ashley Crumbley","Ken Lee"
